date,open,high,low,close,gdelt_sentiment
2014-09-23,1.2845,1.2898,1.2843,1.2848,-0.34453487023711205
2014-09-24,1.2849,1.2863,1.2774,1.2777,0.009561639279127121
2014-09-25,1.2779,1.2783,1.2704,1.2751,-0.3547602862119675
2014-09-26,1.2751,1.276,1.2676,1.2683,0.45188225619494915
2014-09-30,1.2689,1.27,1.2572,1.263,-0.004121743142604828
2014-10-01,1.263,1.2635,1.2585,1.2618,-0.05062515661120415
2014-10-03,1.2669,1.2671,1.25,1.2512,-0.24673099257051945
2014-10-06,1.2514,1.2672,1.2508,1.2652,-0.2057448774576187
2014-10-07,1.2654,1.268,1.2584,1.2664,0.044851744547486305
2014-10-08,1.2666,1.2747,1.2623,1.273,-0.45803202688694
2014-10-09,1.273,1.2788,1.2664,1.2689,-0.8567914962768555
2014-10-10,1.269,1.2715,1.2605,1.2627,-0.47384434938430786
2014-10-13,1.2628,1.2765,1.2627,1.274,-0.38213333263993265
2014-10-14,1.274,1.2748,1.2641,1.2658,-0.31914025619626046
2014-10-15,1.2656,1.2875,1.2625,1.2817,-0.06330748088657856
2014-10-17,1.2802,1.2834,1.2747,1.2758,-0.2705020730694135
2014-10-20,1.2755,1.2816,1.2731,1.2794,-0.3397705852985382
2014-10-21,1.2797,1.2838,1.271,1.271,-0.06373198926448823
2014-10-22,1.2713,1.2738,1.2638,1.2643,-0.18042742926627398
2014-10-23,1.2643,1.2674,1.2616,1.2645,-0.11790848476812243
2014-10-24,1.2645,1.2694,1.2635,1.2669,-0.1202007383108139
2014-10-27,1.2673,1.2721,1.2666,1.2696,-0.07546719871461391
2014-10-28,1.2697,1.2763,1.2685,1.2733,-0.15175085049122572
2014-10-29,1.2732,1.2768,1.2627,1.2636,-0.2794132702983916
2014-10-30,1.2636,1.2639,1.2557,1.2614,-0.5000915348529815
2014-10-31,1.2613,1.2615,1.2489,1.2521,-0.45354517456144094
2014-11-03,1.2506,1.2513,1.2447,1.248,-0.8856427868207296
2014-11-04,1.2483,1.2572,1.2481,1.2545,-0.24699016412099203
2014-11-05,1.2542,1.2565,1.2462,1.2485,-0.2238925558825334
2014-11-06,1.2483,1.2533,1.2365,1.2375,-0.4200960495509207
2014-11-07,1.24134,1.24695,1.2409,1.2454,-0.03220395743846893
2014-11-10,1.24632,1.251,1.24154,1.24238,-0.14916239818558097
2014-11-11,1.24267,1.24991,1.2421,1.2473,-0.18040677793323995
2014-11-12,1.2473,1.2498,1.2417,1.2428,-0.26295150723308325
2014-11-13,1.24281,1.24916,1.2425,1.24752,-0.0941222958266735
2014-11-14,1.2472,1.25463,1.2396,1.2522,-0.28891948610544205
2014-11-17,1.25182,1.25778,1.2443,1.24494,-0.3960582837462425
2014-11-18,1.24486,1.2545,1.2441,1.2531,-0.021688925102353096
2014-11-19,1.25315,1.26002,1.251,1.2545,-0.3421730874106288
2014-11-20,1.25451,1.25753,1.2502,1.25419,-0.5669485355416933
2014-11-21,1.25419,1.25682,1.2373,1.239,-0.5392628895739714
2014-11-24,1.2437,1.24447,1.2421,1.2438,-0.23823971766978502
2014-11-25,1.24386,1.24849,1.24,1.24731,-0.15892659251888594
2014-11-26,1.24732,1.25283,1.2441,1.25066,-0.2406532218058904
2014-11-27,1.25056,1.25236,1.2454,1.24581,-0.018346000462770462
2014-11-28,1.24582,1.24903,1.2424,1.2451,0.022311384789645672
2014-12-01,1.24462,1.25065,1.2418,1.24723,-0.25183524812261265
2014-12-02,1.24725,1.24762,1.2375,1.23825,-0.1756270319223404
2014-12-03,1.2382,1.23906,1.2299,1.23066,-0.006338060647249222
2014-12-04,1.23065,1.24563,1.22802,1.23776,-0.30644411966204643
2014-12-05,1.23776,1.23931,1.22697,1.2285,-0.03367658704519272
2014-12-08,1.22847,1.23439,1.2245,1.23163,-0.2717937168975671
2014-12-09,1.23165,1.2448,1.2289,1.23777,0.008308688178658485
2014-12-10,1.23775,1.24483,1.2359,1.24454,-0.21998737566173077
2014-12-11,1.24454,1.24952,1.2368,1.24063,-0.5217787716537714
2014-12-12,1.24058,1.24852,1.2382,1.246,-0.22636817721650004
2014-12-15,1.24739,1.24787,1.2413,1.24454,0.03984932228922844
2014-12-16,1.24453,1.25699,1.2432,1.25106,-0.029984270222485065
2014-12-17,1.251,1.2516,1.23192,1.23305,0.013751378282904625
2014-12-18,1.23301,1.23528,1.2263,1.22871,-0.2138218257576227
2014-12-19,1.22863,1.23022,1.22188,1.22255,-0.2915979865938425
2014-12-22,1.22204,1.22726,1.2214,1.22273,-0.12662957608699799
2014-12-23,1.22273,1.22457,1.2162,1.21718,-0.4556203782558441
2014-12-24,1.21717,1.22202,1.2165,1.21962,-0.006742510944604874
2014-12-25,1.21962,1.2254,1.2186,1.22259,0.11490265652537346
2014-12-26,1.22249,1.22261,1.2166,1.2181,-0.3576638735830784
2014-12-30,1.21558,1.21874,1.2121,1.21562,-0.02705276881655057
2015-01-01,1.2097,1.21075,1.20918,1.21015,-0.12796057835221292
2015-01-02,1.21017,1.2102,1.19925,1.19965,-0.14578049257397652
2015-01-05,1.19453,1.19763,1.1885,1.19324,-0.010055354330688715
2015-01-06,1.19314,1.19687,1.18395,1.1872,0.20709902234375477
2015-01-07,1.18726,1.18966,1.1799,1.18337,-0.35423307307064533
2015-01-08,1.18333,1.18476,1.1752,1.17898,-0.3318565897643566
2015-01-09,1.17896,1.1846,1.1761,1.18359,-0.4252044763416052
2015-01-12,1.18667,1.18709,1.1784,1.18292,-0.002929016947746277
2015-01-14,1.17756,1.18464,1.1726,1.17885,-0.22803616089125475
2015-01-15,1.17894,1.17909,1.1567,1.16269,-0.14314944110810757
2015-01-16,1.16264,1.165,1.1458,1.15689,-0.19445687206462026
2015-01-19,1.15636,1.164,1.1549,1.16044,-0.034236671030521394
2015-01-20,1.16043,1.16149,1.1538,1.15538,-0.2837659530341625
2015-01-21,1.15545,1.16796,1.1539,1.16136,-0.4065820723772049
2015-01-22,1.16127,1.16514,1.1314,1.13693,-0.7824692130088806
2015-01-23,1.13694,1.13739,1.1113,1.12031,-0.9300208687782288
2015-01-26,1.1143,1.12958,1.10966,1.12358,-0.07747339829802513
2015-01-27,1.12363,1.14225,1.1221,1.13708,-0.3282380352417628
2015-01-28,1.13703,1.13823,1.127,1.12763,-0.04183005169034004
2015-01-29,1.1276,1.1368,1.126,1.1328,-0.15052826454242071
2015-01-30,1.13279,1.13638,1.12725,1.12859,-0.3714101668447256
2015-02-02,1.13116,1.13621,1.129,1.13353,-0.5901566234727701
2015-02-03,1.13342,1.15338,1.1311,1.14642,-0.15671911370009184
2015-02-04,1.14643,1.1487,1.1314,1.1334,-0.06244668116172155
2015-02-05,1.13335,1.14988,1.1302,1.1476,-0.2368695791810751
2015-02-06,1.14773,1.14784,1.13095,1.13095,-0.11287664026021957
2015-02-09,1.13122,1.13596,1.1267,1.13244,-0.7080523520708084
2015-02-10,1.13242,1.13455,1.1271,1.13156,-0.264250498265028
2015-02-11,1.13159,1.1352,1.1277,1.13293,-0.0181464081009229
2015-02-12,1.13298,1.14231,1.1301,1.14007,-0.21102520388861498
2015-02-13,1.14007,1.14431,1.13735,1.13775,-0.5275525152683258
2015-02-16,1.13987,1.143,1.1318,1.13455,-0.032616620883345604
2015-02-17,1.13458,1.1449,1.1321,1.1409,0.20390965230762959
2015-02-18,1.14094,1.14161,1.1332,1.14021,-0.20081874231497446
2015-02-19,1.14022,1.14501,1.1353,1.13624,-0.21036807199319205
2015-02-20,1.13629,1.14298,1.12779,1.13793,0.18772900104522705
2015-02-23,1.1379,1.13932,1.1292,1.1336,-0.0026207873597741127
2015-02-24,1.13359,1.13581,1.1287,1.13398,-0.6003633802756667
2015-02-25,1.13396,1.139,1.1333,1.13643,-0.05539933182299137
2015-02-26,1.13639,1.138,1.1182,1.11942,-0.2998958479613066
2015-02-27,1.11948,1.12451,1.1173,1.11865,-0.10245824158191681
2015-03-02,1.11814,1.12405,1.1157,1.11789,-0.4145976360887289
2015-03-03,1.11792,1.12175,1.1152,1.11801,-0.35854434594511986
2015-03-04,1.1179,1.11866,1.1059,1.10804,-0.09881399509807427
2015-03-05,1.10807,1.11143,1.0985,1.10309,-0.30063552111387254
2015-03-06,1.10309,1.10325,1.08342,1.08455,-0.4571080878376961
2015-03-09,1.08382,1.09065,1.0833,1.08471,-0.27566703176125884
2015-03-10,1.08471,1.0848,1.06657,1.06859,-0.02045164133111636
2015-03-11,1.06859,1.0717,1.0508,1.05507,-0.297140940092504
2015-03-12,1.05507,1.06837,1.0493,1.0622,-0.031096018850803375
2015-03-13,1.06219,1.06346,1.0461,1.05,-0.332504865527153
2015-03-16,1.0499,1.06194,1.0476,1.057,-0.24128451757133007
2015-03-17,1.057,1.06508,1.0548,1.05937,0.21981717770298323
2015-03-18,1.05937,1.104,1.0577,1.08223,-0.3568103462457657
2015-03-19,1.08224,1.09198,1.06121,1.06683,-0.028596362099051476
2015-03-20,1.0668,1.08823,1.0653,1.08115,-0.07531105633825064
2015-03-23,1.08391,1.09713,1.0766,1.09584,0.08994008228182793
2015-03-24,1.09581,1.10292,1.0888,1.0913,-0.12488940979043643
2015-03-25,1.09132,1.1015,1.0898,1.09641,-0.011886484920978546
2015-03-26,1.0964,1.10522,1.0854,1.08789,-0.25862569734454155
2015-03-27,1.08791,1.09487,1.0799,1.08935,-0.23773328711589178
2015-03-30,1.08875,1.08901,1.0808,1.08289,-0.34774763882160187
2015-03-31,1.08289,1.08455,1.0712,1.07393,-0.30511109437793493
2015-04-02,1.07694,1.09054,1.0748,1.08757,-0.36264670342206956
2015-04-03,1.08757,1.1027,1.0861,1.09635,-0.6657921969890594
2015-04-06,1.10019,1.10356,1.0907,1.09308,-0.3387940215567748
2015-04-07,1.09309,1.09548,1.0801,1.0824,-0.32868778333067894
2015-04-08,1.0825,1.08875,1.0762,1.07835,-0.37293693162500857
2015-04-09,1.07832,1.079,1.0635,1.06633,-0.08763689547777176
2015-04-10,1.06635,1.06837,1.0566,1.05968,-0.09284082613885403
2015-04-13,1.06126,1.06198,1.0519,1.05725,-0.45990800112485886
2015-04-14,1.05725,1.07073,1.0529,1.06506,-0.14061864217122397
2015-04-15,1.06507,1.0702,1.0569,1.06756,-0.6563880642255148
2015-04-16,1.06755,1.08177,1.0623,1.076,-0.0270481010278066
2015-04-17,1.07601,1.08487,1.07332,1.08051,-0.08157858749230702
2015-04-20,1.0794,1.08185,1.07115,1.07377,-0.18308458477258682
2015-04-21,1.07377,1.07813,1.0658,1.07375,-0.1678213495761156
2015-04-22,1.07375,1.08009,1.0706,1.07192,-0.2433057576417923
2015-04-23,1.07196,1.08458,1.0665,1.08148,0.010259810835123062
2015-04-24,1.08152,1.09002,1.0782,1.08695,-0.20899517554789782
2015-04-27,1.0865,1.09266,1.0818,1.0875,0.1536342315375805
2015-04-29,1.09748,1.11878,1.0957,1.1118,-0.054402709007263184
2015-04-30,1.1118,1.12662,1.1069,1.12109,-0.22072406811639667
2015-05-01,1.12109,1.129,1.1174,1.11958,-0.1487751044332981
2015-05-04,1.11855,1.12246,1.112,1.11454,-0.3215888999402523
2015-05-05,1.11457,1.12231,1.1064,1.11796,-0.39054241869598627
2015-05-06,1.11795,1.13701,1.1173,1.13429,-0.4278193723410368
2015-05-07,1.13425,1.13917,1.1224,1.1238,-0.007138589397072792
2015-05-08,1.12414,1.1289,1.1177,1.1192,0.02831663191318512
2015-05-11,1.11967,1.12025,1.1128,1.11484,-0.24554404336959124
2015-05-12,1.11484,1.12788,1.1131,1.12153,-0.05645159383614858
2015-05-13,1.12151,1.13827,1.1201,1.13527,-0.11614300310611725
2015-05-14,1.13528,1.14447,1.1338,1.14034,-0.0617543701082468
2015-05-15,1.14038,1.14667,1.1321,1.1442,-0.08243702165782452
2015-05-18,1.144,1.1447,1.1297,1.13143,-0.3260989983876546
2015-05-19,1.13149,1.13264,1.1117,1.11461,-0.47101704962551594
2015-05-20,1.11466,1.11522,1.106,1.10952,-0.41459703212603927
2015-05-21,1.10951,1.11814,1.1077,1.11078,-0.2978510744869709
2015-05-22,1.1108,1.12081,1.0999,1.1002,0.013912713155150414
2015-05-25,1.10017,1.10097,1.0956,1.0977,-0.4237823896110058
2015-05-26,1.09781,1.09801,1.0861,1.0885,-0.30275168642401695
2015-05-27,1.0886,1.093,1.0817,1.09037,-0.30685542756691575
2015-05-28,1.09038,1.09743,1.0866,1.09691,0.03812806432445844
2015-05-29,1.09691,1.10062,1.0924,1.09908,-0.27993906382471323
2015-06-01,1.09681,1.098,1.0885,1.09275,-0.7783691585063934
2015-06-02,1.09281,1.11939,1.0914,1.11511,0.008233028464019299
2015-06-03,1.1151,1.12851,1.10787,1.12654,-0.27000865433365107
2015-06-04,1.12652,1.138,1.1199,1.12027,-0.37834212370216846
2015-06-05,1.12025,1.128,1.1048,1.11068,-0.007263277967770894
2015-06-08,1.11079,1.13069,1.1081,1.12793,-0.31548245474696157
2015-06-09,1.1279,1.13454,1.1212,1.12727,-0.21438652090728283
2015-06-10,1.12735,1.13865,1.12593,1.13236,-0.5296078205108643
2015-06-11,1.13237,1.13312,1.1181,1.12392,0.056882020086050034
2015-06-12,1.12385,1.12965,1.1148,1.12571,-0.03797997860237956
2015-06-15,1.1226,1.12944,1.1186,1.1276,-0.1769493967294693
2015-06-16,1.12761,1.133,1.1203,1.12466,-0.2370855708916982
2015-06-17,1.1246,1.13578,1.12037,1.1341,0.0038137206186850867
2015-06-18,1.13411,1.14362,1.1336,1.13717,-0.7339349821209907
2015-06-19,1.1371,1.13873,1.1291,1.135,-0.021327611058950424
2015-06-22,1.13605,1.14103,1.1311,1.13416,-0.5630365144461393
2015-06-23,1.1341,1.13474,1.11339,1.11712,0.11708602743844192
2015-06-24,1.11712,1.12347,1.1157,1.12051,-0.2937123700976372
2015-06-25,1.12051,1.12277,1.1151,1.12006,-0.1379245724529028
2015-06-26,1.12006,1.122,1.1129,1.11617,-0.06279319835205872
2015-06-29,1.09901,1.12785,1.0967,1.12158,-0.29136472567915916
2015-06-30,1.1213,1.12443,1.1111,1.11288,-0.3098413192977508
2015-07-01,1.11288,1.11713,1.1039,1.1044,-0.16324999928474426
2015-07-02,1.1044,1.11211,1.103,1.10894,-0.17106512437264124
2015-07-03,1.10895,1.112,1.1064,1.1115,-0.4416998277107875
2015-07-06,1.10217,1.10955,1.0989,1.10542,-0.16989673152565957
2015-07-07,1.10545,1.10562,1.0914,1.10044,-0.36957245925441384
2015-07-08,1.10044,1.10927,1.0971,1.10749,0.008571673184633255
2015-07-09,1.10749,1.1125,1.099,1.10703,-0.24422832801938058
2015-07-10,1.10695,1.12159,1.1052,1.11516,-0.028074982886513073
2015-07-13,1.1119,1.11969,1.09939,1.10067,0.0078242098291715
2015-07-14,1.10063,1.10846,1.0964,1.10123,-0.14665650390088558
2015-07-15,1.10121,1.10356,1.0928,1.09586,-0.20069907046854496
2015-07-16,1.09586,1.09627,1.0854,1.08792,-0.5990089078744253
2015-07-17,1.08793,1.09069,1.0824,1.0828,-0.09444389243920644
2015-07-20,1.08385,1.08703,1.0807,1.08293,-0.08427723459899425
2015-07-21,1.08293,1.09691,1.0809,1.09359,0.10684559866786003
2015-07-22,1.0936,1.09667,1.0868,1.09297,-0.07319871460398038
2015-07-23,1.093,1.10179,1.0919,1.0984,-0.4387724498907725
2015-07-24,1.0984,1.09958,1.0922,1.098,-0.20401212433353066
2015-07-27,1.0975,1.11294,1.0966,1.10858,-0.29900153167545795
2015-07-28,1.10862,1.10996,1.1019,1.10625,-0.02046902198344469
2015-07-29,1.10624,1.10839,1.0964,1.09887,-0.0037630138297875724
2015-07-30,1.09887,1.09894,1.0892,1.09309,-0.06553641241043806
2015-07-31,1.09311,1.11141,1.0918,1.09804,-0.04093259076277415
2015-08-03,1.09754,1.09959,1.0939,1.09528,-0.2918092670540015
2015-08-04,1.09528,1.099,1.0877,1.08893,-0.026272282004356384
2015-08-05,1.08893,1.09333,1.0846,1.09017,-0.34427099488675594
2015-08-06,1.09017,1.09439,1.0872,1.0926,-0.258330381475389
2015-08-07,1.0926,1.09784,1.0854,1.09617,-0.04769991934299469
2015-08-10,1.0965,1.10414,1.0923,1.10175,-0.012406691908836365
2015-08-11,1.10176,1.10883,1.0958,1.10438,-0.5593145340681076
2015-08-12,1.10436,1.1214,1.1023,1.11553,-0.371638186275959
2015-08-13,1.11553,1.1189,1.1079,1.11532,-0.5098045133054256
2015-08-14,1.11531,1.119,1.1096,1.1104,-0.40444836765527725
2015-08-17,1.1105,1.11249,1.10579,1.10761,-0.24496731767430902
2015-08-18,1.1075,1.10938,1.1015,1.10254,-0.41091264858841897
2015-08-19,1.10254,1.11342,1.1015,1.11152,-0.6013314127922058
2015-08-20,1.11153,1.12447,1.1104,1.12328,-0.5199976107105613
2015-08-21,1.12328,1.1393,1.1226,1.13836,-0.41489314784606296
2015-08-24,1.1391,1.1714,1.1367,1.15972,0.014236458577215672
2015-08-25,1.15975,1.15992,1.1394,1.15287,-0.5679614543914795
2015-08-26,1.15288,1.15612,1.129,1.13372,-0.010377706959843636
2015-08-27,1.13372,1.13643,1.1201,1.12415,-0.17646838972965875
2015-08-28,1.12415,1.131,1.11541,1.11798,-0.028073405846953392
2015-08-31,1.11977,1.12626,1.1178,1.12177,-0.40775722824037075
2015-09-01,1.12178,1.13322,1.1213,1.1298,0.07887095399200916
2015-09-02,1.1297,1.13005,1.1213,1.12211,-0.5340160086750985
2015-09-03,1.12208,1.12434,1.1085,1.11198,-0.48112086455027264
2015-09-04,1.11198,1.11897,1.1088,1.1149,-0.6509740501642227
2015-09-07,1.11452,1.118,1.112,1.11706,-0.28724445402622223
2015-09-08,1.11709,1.12296,1.115,1.1207,-0.43854702860116956
2015-09-09,1.12073,1.12246,1.1129,1.12179,-0.5963652382294337
2015-09-10,1.12182,1.12954,1.1169,1.12875,-0.1055898666381836
2015-09-11,1.12875,1.13495,1.1251,1.1339,-0.405344158411026
2015-09-14,1.1344,1.13731,1.1282,1.131,-0.31466318170229596
2015-09-15,1.131,1.13287,1.1256,1.12714,-0.38491263426840305
2015-09-16,1.12712,1.13206,1.1211,1.12919,-0.3192214754720529
2015-09-17,1.12919,1.14413,1.1282,1.14138,-0.038112356793135405
2015-09-18,1.1414,1.14602,1.1268,1.1308,0.011364739388227463
2015-09-21,1.12943,1.13301,1.1179,1.11864,-0.3759609595872462
2015-09-22,1.11864,1.12077,1.1111,1.11307,-0.23198369145393372
2015-09-23,1.11308,1.12135,1.1102,1.1186,-0.4353210926055908
2015-09-24,1.11865,1.1296,1.1158,1.11766,-0.3463944412767887
2015-09-25,1.11761,1.12132,1.1114,1.1192,-0.4096262841485441
2015-09-28,1.119,1.12477,1.1145,1.12343,-0.4300036714412272
2015-09-29,1.12342,1.12814,1.1192,1.12545,-0.8066950440406799
2015-09-30,1.12567,1.12624,1.1156,1.11715,-0.6151358187198639
2015-10-01,1.11713,1.121,1.1132,1.11906,-0.5084831193089485
2015-10-02,1.11905,1.13184,1.1148,1.1207,-0.0316136428155005
2015-10-05,1.12152,1.129,1.117,1.11905,0.024716146911183994
2015-10-06,1.11905,1.12796,1.11707,1.12646,-0.44206599798053503
2015-10-07,1.12669,1.12842,1.1209,1.12366,-0.09032402684291203
2015-10-08,1.12364,1.13276,1.12324,1.12892,0.015006279572844505
2015-10-09,1.12892,1.13872,1.1265,1.1355,-0.30976919333140057
2015-10-12,1.13619,1.14,1.1351,1.13559,-0.390305295586586
2015-10-13,1.13558,1.1411,1.13429,1.13868,-0.011840264778584242
2015-10-14,1.1387,1.14891,1.1379,1.14741,-0.2763600815087557
2015-10-15,1.14739,1.14952,1.136,1.1376,0.008380755161245665
2015-10-16,1.13762,1.1395,1.1333,1.13473,-0.1340630054473877
2015-10-19,1.13521,1.138,1.1304,1.13269,-0.29081301391124725
2015-10-20,1.1327,1.13871,1.1321,1.13524,-0.0487314261496067
2015-10-21,1.13524,1.13776,1.1333,1.13411,-0.5799690820276737
2015-10-22,1.13411,1.13512,1.1076,1.1106,-0.07235390581190586
2015-10-23,1.1106,1.114,1.0995,1.1015,-0.03981495276093483
2015-10-26,1.10188,1.10682,1.1001,1.10595,-0.1046887494623661
2015-10-27,1.10599,1.10786,1.1027,1.10369,-0.0946021219715476
2015-10-28,1.10374,1.1096,1.0896,1.09295,0.0881204754114151
2015-10-29,1.09297,1.09883,1.09018,1.09869,-0.5323142968118191
2015-10-30,1.09869,1.10725,1.09635,1.1011,-0.015210804219047228
2015-11-02,1.10322,1.1053,1.0998,1.10134,-0.4084904119372368
2015-11-03,1.10135,1.10301,1.0934,1.0962,-0.3660694435238838
2015-11-04,1.09624,1.0968,1.0842,1.08669,0.12372076759735744
2015-11-05,1.08666,1.08977,1.08316,1.08824,-0.17385934479534626
2015-11-06,1.08823,1.08938,1.07051,1.07356,-0.18097452260553837
2015-11-09,1.07304,1.079,1.0718,1.07557,-0.2739339377731085
2015-11-10,1.0756,1.0764,1.0671,1.07206,-0.05666340049356222
2015-11-11,1.07206,1.07737,1.0703,1.07579,0.10541868209838867
2015-11-12,1.07578,1.08303,1.0689,1.08066,-0.3170887380838394
2015-11-13,1.08066,1.08172,1.0711,1.0772,-0.6423523351550102
2015-11-16,1.0736,1.07581,1.0673,1.06835,0.014454065511624018
2015-11-17,1.06834,1.06907,1.0628,1.06456,-0.21248311959207059
2015-11-18,1.06457,1.06926,1.0615,1.06601,-0.05731408546368281
2015-11-19,1.06599,1.0763,1.0657,1.0729,0.010378479957580566
2015-11-20,1.07296,1.07341,1.0638,1.06419,-0.06631499854847789
2015-11-23,1.06436,1.06567,1.0592,1.06335,-0.3243378847837448
2015-11-24,1.06336,1.06734,1.06187,1.06449,-0.04442024230957031
2015-11-25,1.06453,1.069,1.0565,1.06206,-0.02538871904835105
2015-11-26,1.06206,1.06274,1.0597,1.06037,-0.22378615786631903
2015-11-27,1.06033,1.0638,1.0566,1.05874,-0.4145499914884567
2015-11-30,1.05917,1.05941,1.0555,1.05714,-0.4386003389954567
2015-12-01,1.05714,1.06371,1.05613,1.06245,-0.32920941213766736
2015-12-02,1.06247,1.06321,1.05499,1.06077,-0.5649812057614326
2015-12-03,1.06082,1.09811,1.05216,1.09268,-0.015898936428129673
2015-12-04,1.09268,1.09562,1.0835,1.08818,-0.01020706444978714
2015-12-07,1.08755,1.08875,1.0793,1.08321,-0.7408696413040161
2015-12-08,1.08321,1.09027,1.0828,1.08935,-0.41142959240823984
2015-12-09,1.08936,1.10428,1.0877,1.1017,0.05199768766760826
2015-12-10,1.1017,1.10214,1.0923,1.09398,0.02706253109499812
2015-12-11,1.094,1.10308,1.09246,1.09865,-0.8284144997596741
2015-12-14,1.09709,1.105,1.09439,1.09993,0.04447385296225548
2015-12-15,1.09999,1.106,1.0902,1.09325,-0.3431793199852109
2015-12-16,1.09328,1.10119,1.0887,1.08909,-0.16662902757525444
2015-12-17,1.08911,1.08927,1.08,1.08341,-0.2551945820450783
2015-12-18,1.0833,1.08744,1.0802,1.08629,-0.6940979361534119
2015-12-21,1.08553,1.09389,1.0846,1.0908,-0.32932846744855243
2015-12-22,1.09091,1.09842,1.09,1.09502,-0.030089027248322964
2015-12-23,1.09504,1.0953,1.0867,1.09031,-0.3631541347131133
2015-12-24,1.09038,1.0971,1.09017,1.0966,-0.5406147670000792
2015-12-25,1.09654,1.0975,1.0939,1.0973,-0.45736663043498993
2015-12-28,1.09618,1.09925,1.0953,1.09745,-0.18288349360227585
2015-12-29,1.09746,1.09918,1.0898,1.09222,-0.07198965549468994
2015-12-30,1.09223,1.09437,1.0899,1.09252,-0.5783759817481041
2015-12-31,1.09253,1.09372,1.0848,1.08584,-0.12506732949987054
2016-01-01,1.0863,1.08635,1.0855,1.08584,-0.049634126325448356
2016-01-04,1.08665,1.09463,1.0779,1.08286,-0.34588576294481754
2016-01-05,1.08282,1.08388,1.0708,1.07524,-0.43561009131371975
2016-01-06,1.07531,1.07994,1.07138,1.07744,-0.7985638976097107
2016-01-07,1.07743,1.09401,1.077,1.0921,-0.26414036229252813
2016-01-08,1.09215,1.09303,1.08013,1.09193,-0.4743667667110761
2016-01-11,1.09439,1.09698,1.08471,1.08621,-0.22103291749954224
2016-01-12,1.08623,1.09002,1.0818,1.08474,0.12662426506479582
2016-01-13,1.08479,1.08878,1.0802,1.08819,-0.1384870857000351
2016-01-14,1.08822,1.09432,1.08337,1.08608,-0.28405262033144635
2016-01-15,1.08614,1.09846,1.08525,1.0914,-0.6145980656147003
2016-01-18,1.09103,1.09277,1.0868,1.08906,-0.26546500623226166
2016-01-19,1.08905,1.09389,1.0857,1.09114,-0.5136346351355314
2016-01-20,1.09138,1.0976,1.08748,1.08916,-0.3203005291521549
2016-01-21,1.08916,1.09216,1.07768,1.08705,0.03592411366601785
2016-01-22,1.08709,1.08766,1.07875,1.07934,-0.4515743777155876
2016-01-25,1.07926,1.08569,1.07875,1.08494,-0.2918924205005169
2016-01-26,1.08494,1.08744,1.0816,1.08651,-0.22980371303856373
2016-01-27,1.08652,1.09165,1.08485,1.09023,-0.05546467378735542
2016-01-28,1.0903,1.09677,1.0862,1.0938,-0.1824470510085424
2016-01-29,1.09372,1.09485,1.0808,1.0827,-0.16609376622363925
2016-02-01,1.0829,1.09127,1.08124,1.08894,-0.9483318328857422
2016-02-02,1.08889,1.094,1.08844,1.09238,0.029678571969270706
2016-02-03,1.09238,1.11455,1.0902,1.10811,-0.103143872320652
2016-02-04,1.10817,1.124,1.1068,1.11999,-0.7836014827092489
2016-02-05,1.11999,1.12457,1.1107,1.11521,-0.09626820869743824
2016-02-08,1.11456,1.12159,1.1084,1.11987,-0.3741231843829155
2016-02-09,1.11989,1.1338,1.1161,1.1287,-0.039361695758998394
2016-02-10,1.12873,1.13115,1.1159,1.12776,-0.14226888865232468
2016-02-11,1.12775,1.13763,1.1272,1.13129,-0.5378422918729484
2016-02-12,1.13125,1.1334,1.1213,1.1254,-0.8489435911178589
2016-02-15,1.12382,1.12416,1.1126,1.11631,-0.29146696738898753
2016-02-16,1.11622,1.1193,1.11222,1.11359,-0.3989780396223068
2016-02-17,1.11365,1.118,1.1104,1.11286,0.06606835809846719
2016-02-18,1.11281,1.115,1.107,1.11088,0.17957429168745875
2016-02-19,1.1109,1.114,1.1065,1.11264,-0.37694251537323
2016-02-22,1.1116,1.11247,1.1002,1.10271,-0.32333914935588837
2016-02-23,1.10273,1.10527,1.0988,1.10195,-0.19479571282863617
2016-02-24,1.10194,1.10463,1.0956,1.10163,-0.34811844676733017
2016-02-25,1.10162,1.105,1.09859,1.10199,-0.21595630360146365
2016-02-26,1.102,1.10683,1.091,1.0931,-0.21781056125958762
2016-02-29,1.09166,1.09626,1.0857,1.08837,-0.32957133650779724
2016-03-01,1.08841,1.08935,1.08322,1.08665,-0.3340717442333698
2016-03-02,1.08669,1.08811,1.08236,1.08692,-0.17659575678408146
2016-03-03,1.0869,1.09724,1.08513,1.09488,-0.3570648208260536
2016-03-04,1.09488,1.10434,1.09026,1.1004,0.05161289622386297
2016-03-07,1.0992,1.10258,1.0937,1.10143,-0.21798231592401862
2016-03-08,1.10143,1.10575,1.09916,1.10048,-0.23530625589191914
2016-03-09,1.10054,1.1035,1.0944,1.09964,-0.06465003701547782
2016-03-10,1.09965,1.12178,1.08218,1.11791,-0.61651162058115
2016-03-11,1.11798,1.12098,1.1078,1.1152,-0.22800679365172982
2016-03-14,1.11641,1.11763,1.10768,1.11029,-0.21261032111942768
2016-03-15,1.11032,1.1125,1.1071,1.11062,-0.6682963271935781
2016-03-16,1.11069,1.12421,1.1055,1.1215,-0.27582799177616835
2016-03-17,1.1215,1.13425,1.12039,1.13154,-0.22121598664671183
2016-03-18,1.13151,1.13372,1.1254,1.1269,-0.15154603868722916
